Username,Username Length_x,Username Digits_x,Username Special Chars_x,Full Name_x,Full Name Length_x,Full Name Words_x,Username Similarity_x,Has Profile Pic_x,Profile Pic Path_x,Bio_x,Bio Length_x,Bio Words_x,Bio Has Suspicious_x,External URL_x,Has External URL_x,Is Private_x,Number of Posts_x,Followers_x,Following_x,Username Length_y,Username Digits_y,Username Special Chars_y,Full Name_y,Full Name Length_y,Full Name Words_y,Username Similarity_y,Has Profile Pic_y,Profile Pic Path_y,Bio_y,Bio Length_y,Bio Words_y,Bio Has Suspicious_y,External URL_y,Has External URL_y,Is Private_y,Number of Posts_y,Followers_y,Following_y
ruhi_hazra_1009,15,4,0,Ruhi ❤️,7,2,0,1,profile_pictures/ruhi_hazra_1009_profile_pic.jpg,love to travel,14,3,0,,0,FALSE,0,26,110,15,4,0,Ruhi ❤️,7,2,0,1,profile_pictures/ruhi_hazra_1009_profile_pic.jpg,love to travel,14,3,0,,0,FALSE,0,26,110
pakeeza.siddqui,15,0,1,Nimra Siddiqui,14,2,0,1,profile_pictures/pakeeza.siddqui_profile_pic.jpg,Sc:pakeeza_aya2021  🇵🇰🇨🇦.,25,2,0,,0,TRUE,0,251,1957,15,0,1,Nimra Siddiqui,14,2,0,1,profile_pictures/pakeeza.siddqui_profile_pic.jpg,Sc:pakeeza_aya2021  🇵🇰🇨🇦.,25,2,0,,0,TRUE,0,251,1957
rishimasharma123,16,3,0,Rishima Sharma,14,2,0,1,profile_pictures/rishimasharma123_profile_pic.jpg,"Hare Krishna 🕉️🕉️
Feeling 18🤍
8th June 🎉
Flaws are attractive 💗💗
Beauty lies in the eyes of beholder 🫀🫀",103,20,0,,0,TRUE,66,215,708,16,3,0,Rishima Sharma,14,2,0,1,profile_pictures/rishimasharma123_profile_pic.jpg,"Hare Krishna 🕉️🕉️
Feeling 18🤍
8th June 🎉
Flaws are attractive 💗💗
Beauty lies in the eyes of beholder 🫀🫀",103,20,0,,0,TRUE,66,215,708
vaishnavi_shetty39,18,2,0,vaishnavi,9,1,1,1,profile_pictures/vaishnavi_shetty39_profile_pic.jpg,"Dancer💃
Badminton player🏸
Engineer 📚📖
GNITS..",45,6,0,,0,TRUE,0,92,199,18,2,0,vaishnavi,9,1,1,1,profile_pictures/vaishnavi_shetty39_profile_pic.jpg,"Dancer💃
Badminton player🏸
Engineer 📚📖
GNITS..",45,6,0,,0,TRUE,0,92,199
hoodaapara,10,0,0,Apara Hooda,11,2,0,1,profile_pictures/hoodaapara_profile_pic.jpg,.,1,1,0,,0,TRUE,0,463,1222,10,0,0,Apara Hooda,11,2,0,1,profile_pictures/hoodaapara_profile_pic.jpg,.,1,1,0,,0,TRUE,0,463,1222
sarapatel.1309,14,4,1,સારા 🌺,6,2,0,1,profile_pictures/sarapatel.1309_profile_pic.jpg,GHHS ’27,8,2,0,,0,TRUE,2,287,787,14,4,1,સારા 🌺,6,2,0,1,profile_pictures/sarapatel.1309_profile_pic.jpg,GHHS ’27,8,2,0,,0,TRUE,2,287,787
zainab.sohaib,13,0,1,Zainab Sohaib,13,2,0,1,profile_pictures/zainab.sohaib_profile_pic.jpg,10 Aug ...PTI lover,19,4,0,,0,TRUE,30,228,638,13,0,1,Zainab Sohaib,13,2,0,1,profile_pictures/zainab.sohaib_profile_pic.jpg,10 Aug ...PTI lover,19,4,0,,0,TRUE,30,228,638
ohthatsshe,10,0,0,प्रेक्षा गुप्ता।,16,2,0,1,profile_pictures/ohthatsshe_profile_pic.jpg,"शिव-शक्ति <3
19 | 🧿
don't you want to be alive before you die?
( not accepting reqs🐝)",85,18,0,,0,TRUE,0,54,318,10,0,0,प्रेक्षा गुप्ता।,16,2,0,1,profile_pictures/ohthatsshe_profile_pic.jpg,"शिव-शक्ति <3
19 | 🧿
don't you want to be alive before you die?
( not accepting reqs🐝)",85,18,0,,0,TRUE,0,54,318
naabi_rizwan,12,0,0,Anaab rizwan,12,2,0,1,profile_pictures/naabi_rizwan_profile_pic.jpg,her zaman umut vardır.,22,4,0,,0,TRUE,0,297,960,12,0,0,Anaab rizwan,12,2,0,1,profile_pictures/naabi_rizwan_profile_pic.jpg,her zaman umut vardır.,22,4,0,,0,TRUE,0,297,960
stella.bl.am,12,0,2,strawberry shortcake,20,2,0,1,profile_pictures/stella.bl.am_profile_pic.jpg,,0,0,0,https://pin.it/7yMeGUybe,1,TRUE,0,315,320,12,0,2,strawberry shortcake,20,2,0,1,profile_pictures/stella.bl.am_profile_pic.jpg,,0,0,0,https://pin.it/7yMeGUybe,1,TRUE,0,315,320
anvisha_it.is,13,0,1,Anvisha🫧🌷🩷,10,1,0,1,profile_pictures/anvisha_it.is_profile_pic.jpg,♠♡  𝒂 𝒔𝒚𝒎𝒑𝒉𝒐𝒏𝒚 𝒐𝒇 𝒄𝒂𝒓𝒆𝒇𝒖𝒍𝒍𝒚 𝒄𝒉𝒐𝒔𝒆𝒏 𝒘𝒐𝒓𝒅𝒔 𝒕𝒉𝒂𝒕 𝒓𝒆𝒔𝒐𝒏𝒂𝒕𝒆 𝒘𝒊𝒕𝒉 𝒑𝒓𝒆𝒄𝒊𝒔𝒊𝒐𝒏 𝒂𝒏𝒅 𝒆𝒍𝒆𝒈𝒂𝒏𝒄𝒆,82,13,0,,0,TRUE,1,403,663,13,0,1,Anvisha🫧🌷🩷,10,1,0,1,profile_pictures/anvisha_it.is_profile_pic.jpg,♠♡  𝒂 𝒔𝒚𝒎𝒑𝒉𝒐𝒏𝒚 𝒐𝒇 𝒄𝒂𝒓𝒆𝒇𝒖𝒍𝒍𝒚 𝒄𝒉𝒐𝒔𝒆𝒏 𝒘𝒐𝒓𝒅𝒔 𝒕𝒉𝒂𝒕 𝒓𝒆𝒔𝒐𝒏𝒂𝒕𝒆 𝒘𝒊𝒕𝒉 𝒑𝒓𝒆𝒄𝒊𝒔𝒊𝒐𝒏 𝒂𝒏𝒅 𝒆𝒍𝒆𝒈𝒂𝒏𝒄𝒆,82,13,0,,0,TRUE,1,403,663
varnikagarg1613,15,4,0,varnika garg,12,2,0,1,profile_pictures/varnikagarg1613_profile_pic.jpg,🐥*Highkey Addicted to lore*🐥,28,4,0,,0,TRUE,1,306,1800,15,4,0,varnika garg,12,2,0,1,profile_pictures/varnikagarg1613_profile_pic.jpg,🐥*Highkey Addicted to lore*🐥,28,4,0,,0,TRUE,1,306,1800
your_lil.vamp,13,0,1,@who(Eshika)‼️,14,1,0,1,profile_pictures/your_lil.vamp_profile_pic.jpg,"Nictophilia🦋💍
▪︎🐳▪︎🪼▪︎🌨▪︎💎♡
THE MOON IS MY SUN
THE NIGHT IS MY DAY
THE BLOOD IS MY LIFE
AND YOU ARE MY PREY.",108,22,0,,0,TRUE,0,106,275,13,0,1,@who(Eshika)‼️,14,1,0,1,profile_pictures/your_lil.vamp_profile_pic.jpg,"Nictophilia🦋💍
▪︎🐳▪︎🪼▪︎🌨▪︎💎♡
THE MOON IS MY SUN
THE NIGHT IS MY DAY
THE BLOOD IS MY LIFE
AND YOU ARE MY PREY.",108,22,0,,0,TRUE,0,106,275
vanshiika.shah,14,0,1,Vanshika  Shah,14,2,0,1,profile_pictures/vanshiika.shah_profile_pic.jpg,,0,0,0,,0,TRUE,0,177,624,14,0,1,Vanshika  Shah,14,2,0,1,profile_pictures/vanshiika.shah_profile_pic.jpg,,0,0,0,,0,TRUE,0,177,624
yeshwanthi_08,13,2,0,It’s_me_yeshu^~^,16,1,0,1,profile_pictures/yeshwanthi_08_profile_pic.jpg,"✨08/06 ✨ 
🎶LOVE TO MUSIC 🎧 🎶😫
❤️‍🩹GAMES 🎮RIDING 🤍✨
Never lose hope on ur self 🫴🏻",80,17,0,,0,FALSE,6,213,148,13,2,0,It’s_me_yeshu^~^,16,1,0,1,profile_pictures/yeshwanthi_08_profile_pic.jpg,"✨08/06 ✨ 
🎶LOVE TO MUSIC 🎧 🎶😫
❤️‍🩹GAMES 🎮RIDING 🤍✨
Never lose hope on ur self 🫴🏻",80,17,0,,0,FALSE,6,213,148
_.sweetyyy._13,14,2,2,𝐒𝐰𝐞𝐞𝐭𝐲❣️,8,1,0,1,profile_pictures/_.sweetyyy._13_profile_pic.jpg,"~ Yeah! I'm Toxic😒!!!
   @pawankalyan🫀",38,5,0,,0,TRUE,1,122,170,14,2,2,𝐒𝐰𝐞𝐞𝐭𝐲❣️,8,1,0,1,profile_pictures/_.sweetyyy._13_profile_pic.jpg,"~ Yeah! I'm Toxic😒!!!
   @pawankalyan🫀",38,5,0,,0,TRUE,1,122,170
vais_hu0322,11,4,0,vaishuuu💫,9,1,0,1,profile_pictures/vais_hu0322_profile_pic.jpg,"Paix Amour Bonheur ......❤️🫶🏻✨
SAIS' 2021 
ACC",46,7,0,,0,TRUE,18,199,355,11,4,0,vaishuuu💫,9,1,0,1,profile_pictures/vais_hu0322_profile_pic.jpg,"Paix Amour Bonheur ......❤️🫶🏻✨
SAIS' 2021 
ACC",46,7,0,,0,TRUE,18,199,355
kanishka.2325,13,4,1,kanishka,8,1,1,1,profile_pictures/kanishka.2325_profile_pic.jpg,"🫧Don't let the colours fade
🦋
.🦋
.🦋
She's the best thing ........✨ @priyaadharshini_d 🩷✨",88,15,0,,0,TRUE,0,94,334,13,4,1,kanishka,8,1,1,1,profile_pictures/kanishka.2325_profile_pic.jpg,"🫧Don't let the colours fade
🦋
.🦋
.🦋
She's the best thing ........✨ @priyaadharshini_d 🩷✨",88,15,0,,0,TRUE,0,94,334
priv.sanchaliii,15,0,1,Sanchaliii,10,1,1,1,profile_pictures/priv.sanchaliii_profile_pic.jpg,,0,0,0,,0,TRUE,0,45,52,15,0,1,Sanchaliii,10,1,1,1,profile_pictures/priv.sanchaliii_profile_pic.jpg,,0,0,0,,0,TRUE,0,45,52
rishikashrestha56,17,2,0,Rishika Shrestha,16,2,0,1,profile_pictures/rishikashrestha56_profile_pic.jpg,"""Living for the hope of it all""
🧿🌻
SXC'24",41,9,0,https://ngl.link/rishikashrestha561,1,TRUE,10,410,613,17,2,0,Rishika Shrestha,16,2,0,1,profile_pictures/rishikashrestha56_profile_pic.jpg,"""Living for the hope of it all""
🧿🌻
SXC'24",41,9,0,https://ngl.link/rishikashrestha561,1,TRUE,10,410,613
fr.rosyyyyy,11,0,1,🌷,1,1,0,1,profile_pictures/fr.rosyyyyy_profile_pic.jpg,"when he is on my rev, he is my drive-or-die",43,10,0,,0,TRUE,0,93,261,11,0,1,🌷,1,1,0,1,profile_pictures/fr.rosyyyyy_profile_pic.jpg,"when he is on my rev, he is my drive-or-die",43,10,0,,0,TRUE,0,93,261
srivastvaa_a,12,0,0,प्रतिज्ञा,9,1,0,1,profile_pictures/srivastvaa_a_profile_pic.jpg,"5/11🤍 
        .                          
       Star can't shine💫
                           Without darkness🌕🖤",113,7,0,,0,TRUE,3,491,220,12,0,0,प्रतिज्ञा,9,1,0,1,profile_pictures/srivastvaa_a_profile_pic.jpg,"5/11🤍 
        .                          
       Star can't shine💫
                           Without darkness🌕🖤",113,7,0,,0,TRUE,3,491,220
my_name_is_sree,15,0,0,jayasri naidu💖,14,2,0,1,profile_pictures/my_name_is_sree_profile_pic.jpg,"««..🅱️+ve..»»
యధ్బావం తధ్భవతి-Pk🔯",33,3,0,,0,TRUE,3,378,577,15,0,0,jayasri naidu💖,14,2,0,1,profile_pictures/my_name_is_sree_profile_pic.jpg,"««..🅱️+ve..»»
యధ్బావం తధ్భవతి-Pk🔯",33,3,0,,0,TRUE,3,378,577
_.sanjana_57,12,2,1,palak,5,1,0,1,profile_pictures/_.sanjana_57_profile_pic.jpg,,0,0,0,,0,TRUE,0,285,271,12,2,1,palak,5,1,0,1,profile_pictures/_.sanjana_57_profile_pic.jpg,,0,0,0,,0,TRUE,0,285,271
pri_05.21,9,4,1,,0,0,1,1,profile_pictures/pri_05.21_profile_pic.jpg,,0,0,0,,0,TRUE,0,0,26,9,4,1,,0,0,1,1,profile_pictures/pri_05.21_profile_pic.jpg,,0,0,0,,0,TRUE,0,0,26
honey___068,11,3,0,𝙃𝙤𝙣𝙚𝙮𝙮🍯,7,1,0,1,profile_pictures/honey___068_profile_pic.jpg,आदि अनन्त शिव ✨🕉️,17,4,0,,0,TRUE,0,610,47,11,3,0,𝙃𝙤𝙣𝙚𝙮𝙮🍯,7,1,0,1,profile_pictures/honey___068_profile_pic.jpg,आदि अनन्त शिव ✨🕉️,17,4,0,,0,TRUE,0,610,47
ishasawant44,12,2,0,Isha sawant,11,2,0,1,profile_pictures/ishasawant44_profile_pic.jpg,"Embracing beauty✨
Makeup | Fashion
@ishasawantpvtt2023",54,6,0,,0,FALSE,136,828,724,12,2,0,Isha sawant,11,2,0,1,profile_pictures/ishasawant44_profile_pic.jpg,"Embracing beauty✨
Makeup | Fashion
@ishasawantpvtt2023",54,6,0,,0,FALSE,136,828,724
han_ahmz,8,0,0,hana_hmz,8,1,0,1,profile_pictures/han_ahmz_profile_pic.jpg,,0,0,0,,0,TRUE,0,13,48,8,0,0,hana_hmz,8,1,0,1,profile_pictures/han_ahmz_profile_pic.jpg,,0,0,0,,0,TRUE,0,13,48
the_12thmonth,13,2,0,Sara,4,1,0,1,profile_pictures/the_12thmonth_profile_pic.jpg,I ain't fetch,13,3,0,,0,TRUE,0,35,532,13,2,0,Sara,4,1,0,1,profile_pictures/the_12thmonth_profile_pic.jpg,I ain't fetch,13,3,0,,0,TRUE,0,35,532
rosegupta1226,13,4,0,Rose Gupta♡,11,2,0,1,profile_pictures/rosegupta1226_profile_pic.jpg,No one cares 🙄,14,4,0,,0,TRUE,0,136,94,13,4,0,Rose Gupta♡,11,2,0,1,profile_pictures/rosegupta1226_profile_pic.jpg,No one cares 🙄,14,4,0,,0,TRUE,0,136,94
sabreennnn._,12,0,1,صابرين,6,1,0,1,profile_pictures/sabreennnn.__profile_pic.jpg,,0,0,0,,0,FALSE,0,1243,576,12,0,1,صابرين,6,1,0,1,profile_pictures/sabreennnn.__profile_pic.jpg,,0,0,0,,0,FALSE,0,1243,576
akshu_8470_,11,4,0,<3🦋,3,1,0,1,profile_pictures/akshu_8470__profile_pic.jpg,"~ :)
~blurry minds, Messy thoughts 🤍",36,7,0,,0,TRUE,8,945,270,11,4,0,<3🦋,3,1,0,1,profile_pictures/akshu_8470__profile_pic.jpg,"~ :)
~blurry minds, Messy thoughts 🤍",36,7,0,,0,TRUE,8,945,270
gunika_singh18,14,2,0,Gunika♡,7,1,0,1,profile_pictures/gunika_singh18_profile_pic.jpg,Mera cutu @ok700211 😋,21,4,0,,0,TRUE,14,69,121,14,2,0,Gunika♡,7,1,0,1,profile_pictures/gunika_singh18_profile_pic.jpg,Mera cutu @ok700211 😋,21,4,0,,0,TRUE,14,69,121
mahek.___.mondal,16,0,2,مہک🤍✨,5,1,0,1,profile_pictures/mahek.___.mondal_profile_pic.jpg,Moving on to better things 💫✨🤍,30,6,0,,0,TRUE,0,77,84,16,0,2,مہک🤍✨,5,1,0,1,profile_pictures/mahek.___.mondal_profile_pic.jpg,Moving on to better things 💫✨🤍,30,6,0,,0,TRUE,0,77,84
swanandi_3009,13,4,0,sᴀɴᴜᴜᴜ.. 💕,10,2,0,1,profile_pictures/swanandi_3009_profile_pic.jpg,ब्राह्मण 🚩🙏,11,2,0,,0,TRUE,2,162,166,13,4,0,sᴀɴᴜᴜᴜ.. 💕,10,2,0,1,profile_pictures/swanandi_3009_profile_pic.jpg,ब्राह्मण 🚩🙏,11,2,0,,0,TRUE,2,162,166
janhvisinha15,13,2,0,🖤,1,1,0,1,profile_pictures/janhvisinha15_profile_pic.jpg,ʟɪғᴇ ɪs sʜᴏʀᴛ 🤏🏻 ᴡʜᴇɴ ʏᴏᴜ sᴛᴀʀᴛ ʟɪᴠɪɴɢ ɪᴛ ✌❤,44,10,0,,0,TRUE,0,102,119,13,2,0,🖤,1,1,0,1,profile_pictures/janhvisinha15_profile_pic.jpg,ʟɪғᴇ ɪs sʜᴏʀᴛ 🤏🏻 ᴡʜᴇɴ ʏᴏᴜ sᴛᴀʀᴛ ʟɪᴠɪɴɢ ɪᴛ ✌❤,44,10,0,,0,TRUE,0,102,119
dia._.tandel,12,0,2,Dia🍁,4,1,0,1,profile_pictures/dia._.tandel_profile_pic.jpg,,0,0,0,,0,TRUE,0,264,298,12,0,2,Dia🍁,4,1,0,1,profile_pictures/dia._.tandel_profile_pic.jpg,,0,0,0,,0,TRUE,0,264,298
yashikkaa09,11,2,0,yashikaa,8,1,0,1,profile_pictures/yashikkaa09_profile_pic.jpg,waheguruu❤️,11,1,0,,0,TRUE,0,210,228,11,2,0,yashikaa,8,1,0,1,profile_pictures/yashikkaa09_profile_pic.jpg,waheguruu❤️,11,1,0,,0,TRUE,0,210,228
_simplymadhuu_,14,0,0,Momo?!?!,8,1,0,1,profile_pictures/_simplymadhuu__profile_pic.jpg,"~Don't seek || Attract 🍂
~And there is no remedy for memory ✨
~Living for food 😋",80,17,0,,0,TRUE,10,701,681,14,0,0,Momo?!?!,8,1,0,1,profile_pictures/_simplymadhuu__profile_pic.jpg,"~Don't seek || Attract 🍂
~And there is no remedy for memory ✨
~Living for food 😋",80,17,0,,0,TRUE,10,701,681
dishha.patil,12,0,1,Disha Patil,11,2,0,1,profile_pictures/dishha.patil_profile_pic.jpg,,0,0,0,http://vsco.co/diishap,1,TRUE,1,79,77,12,0,1,Disha Patil,11,2,0,1,profile_pictures/dishha.patil_profile_pic.jpg,,0,0,0,http://vsco.co/diishap,1,TRUE,1,79,77
_jayasri.bala_,14,0,1,Jaya Sri Bala,13,3,0,1,profile_pictures/_jayasri.bala__profile_pic.jpg,C'est la vie:)🪐,15,3,0,,0,TRUE,4,247,450,14,0,1,Jaya Sri Bala,13,3,0,1,profile_pictures/_jayasri.bala__profile_pic.jpg,C'est la vie:)🪐,15,3,0,,0,TRUE,4,247,450
_.itachi__,10,0,1,ᴋᴀɴɪꜱʜ,6,1,0,1,profile_pictures/_.itachi___profile_pic.jpg,,0,0,0,,0,FALSE,0,234,249,10,0,1,ᴋᴀɴɪꜱʜ,6,1,0,1,profile_pictures/_.itachi___profile_pic.jpg,,0,0,0,,0,FALSE,0,234,249
aasthaa_thaker,14,0,0,Aastha🕊,7,1,0,1,profile_pictures/aasthaa_thaker_profile_pic.jpg,"♏️
desisthetic🦢
Selectively Extrovert🤍✨️",40,4,0,,0,TRUE,0,139,178,14,0,0,Aastha🕊,7,1,0,1,profile_pictures/aasthaa_thaker_profile_pic.jpg,"♏️
desisthetic🦢
Selectively Extrovert🤍✨️",40,4,0,,0,TRUE,0,139,178
_yagnya.ya_,11,0,1,Butterfly<3🦋,12,1,0,1,profile_pictures/_yagnya.ya__profile_pic.jpg,"𝑷𝒓𝒆𝒕𝒆𝒏𝒅𝒔 𝒕𝒐 𝒄𝒂𝒓𝒆
P?",19,4,0,,0,TRUE,5,181,328,11,0,1,Butterfly<3🦋,12,1,0,1,profile_pictures/_yagnya.ya__profile_pic.jpg,"𝑷𝒓𝒆𝒕𝒆𝒏𝒅𝒔 𝒕𝒐 𝒄𝒂𝒓𝒆
P?",19,4,0,,0,TRUE,5,181,328
suhaniiii.pvtttt,16,0,1,Suhaniii♡,9,1,0,1,profile_pictures/suhaniiii.pvtttt_profile_pic.jpg,~with the heart of another era♡,31,6,0,,0,TRUE,4,29,68,16,0,1,Suhaniii♡,9,1,0,1,profile_pictures/suhaniiii.pvtttt_profile_pic.jpg,~with the heart of another era♡,31,6,0,,0,TRUE,4,29,68
barisha_sangvi,14,0,0,Barisha Sangvi,14,2,0,1,profile_pictures/barisha_sangvi_profile_pic.jpg,,0,0,0,,0,TRUE,0,191,195,14,0,0,Barisha Sangvi,14,2,0,1,profile_pictures/barisha_sangvi_profile_pic.jpg,,0,0,0,,0,TRUE,0,191,195
aditya.hth,10,0,1,aditya,6,1,1,1,profile_pictures/aditya.hth_profile_pic.jpg,satire,6,1,0,,0,TRUE,0,240,306,10,0,1,aditya,6,1,1,1,profile_pictures/aditya.hth_profile_pic.jpg,satire,6,1,0,,0,TRUE,0,240,306
turan.hazarika,14,0,1,তোৰণ_হাজৰীকা_,13,1,0,1,profile_pictures/turan.hazarika_profile_pic.jpg,Might be a little messy,23,5,0,,0,FALSE,12,1674,823,14,0,1,তোৰণ_হাজৰীকা_,13,1,0,1,profile_pictures/turan.hazarika_profile_pic.jpg,Might be a little messy,23,5,0,,0,FALSE,12,1674,823
nethra_prithviraj,17,0,0,Nethra_Prithviraj,17,1,1,1,profile_pictures/nethra_prithviraj_profile_pic.jpg,Ennam Pol valkkai!!🌝,20,3,0,,0,TRUE,2,27,39,17,0,0,Nethra_Prithviraj,17,1,1,1,profile_pictures/nethra_prithviraj_profile_pic.jpg,Ennam Pol valkkai!!🌝,20,3,0,,0,TRUE,2,27,39
myno.90,7,2,1,myno,4,1,1,1,profile_pictures/myno.90_profile_pic.jpg,,0,0,0,,0,TRUE,0,4,11,7,2,1,myno,4,1,1,1,profile_pictures/myno.90_profile_pic.jpg,,0,0,0,,0,TRUE,0,4,11
_shraddha_2101,14,4,0,Shraddha Patil,14,2,0,1,profile_pictures/_shraddha_2101_profile_pic.jpg,,0,0,0,,0,TRUE,0,238,639,14,4,0,Shraddha Patil,14,2,0,1,profile_pictures/_shraddha_2101_profile_pic.jpg,,0,0,0,,0,TRUE,0,238,639
vidhi.kasana,12,0,1,vidhi kasana,12,2,0,1,profile_pictures/vidhi.kasana_profile_pic.jpg,"🇮🇳
 गुर्जर",10,2,0,,0,TRUE,0,127,212,12,0,1,vidhi kasana,12,2,0,1,profile_pictures/vidhi.kasana_profile_pic.jpg,"🇮🇳
 गुर्जर",10,2,0,,0,TRUE,0,127,212
fr.tanishkaaa,13,0,1,☁️,2,1,0,1,profile_pictures/fr.tanishkaaa_profile_pic.jpg,"6teen🏁
🎧⚽️>>>>
Pvt-@whos._.tani
He loves my heart shaped sunglasses🤍",68,9,0,,0,TRUE,0,212,369,13,0,1,☁️,2,1,0,1,profile_pictures/fr.tanishkaaa_profile_pic.jpg,"6teen🏁
🎧⚽️>>>>
Pvt-@whos._.tani
He loves my heart shaped sunglasses🤍",68,9,0,,0,TRUE,0,212,369
goodu_girl_kani,15,0,0,kani♡,5,1,0,1,profile_pictures/goodu_girl_kani_profile_pic.jpg,"kani
¹7🥂
ugly but loveable⚡
°•☆let your smile change the world,
    but don't let the world to change your smile☆•°",115,20,0,,0,TRUE,1,138,96,15,0,0,kani♡,5,1,0,1,profile_pictures/goodu_girl_kani_profile_pic.jpg,"kani
¹7🥂
ugly but loveable⚡
°•☆let your smile change the world,
    but don't let the world to change your smile☆•°",115,20,0,,0,TRUE,1,138,96
rishviheree,11,0,0,𝘙𝘐𝘚𝘏𝘝𝘐<3,8,1,0,1,profile_pictures/rishviheree_profile_pic.jpg,"𝘗𝘰 𝘋𝘢 Maadu🐮
Travels hella lot💕✌",32,6,0,,0,FALSE,12,207,234,11,0,0,𝘙𝘐𝘚𝘏𝘝𝘐<3,8,1,0,1,profile_pictures/rishviheree_profile_pic.jpg,"𝘗𝘰 𝘋𝘢 Maadu🐮
Travels hella lot💕✌",32,6,0,,0,FALSE,12,207,234
hey_this_is_ananya,18,0,0,ananya,6,1,1,1,profile_pictures/hey_this_is_ananya_profile_pic.jpg,"Ananya
🖤✨️",10,2,0,,0,TRUE,0,207,325,18,0,0,ananya,6,1,1,1,profile_pictures/hey_this_is_ananya_profile_pic.jpg,"Ananya
🖤✨️",10,2,0,,0,TRUE,0,207,325
_.aishvarya,11,0,1,Aishvarya 💙,11,2,0,1,profile_pictures/_.aishvarya_profile_pic.jpg,"is it ME?
am I the DRAMA?",25,7,0,,0,TRUE,28,258,316,11,0,1,Aishvarya 💙,11,2,0,1,profile_pictures/_.aishvarya_profile_pic.jpg,"is it ME?
am I the DRAMA?",25,7,0,,0,TRUE,28,258,316
pty.dishax,10,0,1,disha,5,1,1,1,profile_pictures/pty.dishax_profile_pic.jpg,"- Digital creator
- Kolkata 📍
- ethereal, almost ghostly",56,10,0,,0,TRUE,0,43,20,10,0,1,disha,5,1,1,1,profile_pictures/pty.dishax_profile_pic.jpg,"- Digital creator
- Kolkata 📍
- ethereal, almost ghostly",56,10,0,,0,TRUE,0,43,20
maithili_0021,13,4,0,𝐌𝐚𝐢𝐭𝐡𝐮 ♡︎♥︎,11,2,0,1,profile_pictures/maithili_0021_profile_pic.jpg,"𝑴 ♡︎♥︎🍒
𝑳𝒆𝒂𝒗𝒊𝒏𝒈 𝒂 𝒃𝒊𝒕 𝒔𝒑𝒂𝒓𝒌𝒍𝒆𝒔 𝒘𝒉𝒆𝒓𝒆 𝒆𝒗𝒆𝒓 𝒊 𝒈𝒐  ✯★
𝐊𝐒𝐉𝐂 ✯★",58,13,0,,0,TRUE,1,667,518,13,4,0,𝐌𝐚𝐢𝐭𝐡𝐮 ♡︎♥︎,11,2,0,1,profile_pictures/maithili_0021_profile_pic.jpg,"𝑴 ♡︎♥︎🍒
𝑳𝒆𝒂𝒗𝒊𝒏𝒈 𝒂 𝒃𝒊𝒕 𝒔𝒑𝒂𝒓𝒌𝒍𝒆𝒔 𝒘𝒉𝒆𝒓𝒆 𝒆𝒗𝒆𝒓 𝒊 𝒈𝒐  ✯★
𝐊𝐒𝐉𝐂 ✯★",58,13,0,,0,TRUE,1,667,518
beauty____babeee,16,0,0,मनु🫀🌸,5,1,0,1,profile_pictures/beauty____babeee_profile_pic.jpg,Brown skin 🍯🤎pretty face🌝🧿,26,4,0,,0,FALSE,42,592,103,16,0,0,मनु🫀🌸,5,1,0,1,profile_pictures/beauty____babeee_profile_pic.jpg,Brown skin 🍯🤎pretty face🌝🧿,26,4,0,,0,FALSE,42,592,103
shruti_salunke07,16,2,0,Shruti ✨🫶,9,2,0,1,profile_pictures/shruti_salunke07_profile_pic.jpg,What should I put here???🤔🤔,27,5,0,,0,TRUE,6,122,203,16,2,0,Shruti ✨🫶,9,2,0,1,profile_pictures/shruti_salunke07_profile_pic.jpg,What should I put here???🤔🤔,27,5,0,,0,TRUE,6,122,203
asmita.lamsal55,15,2,1,Asmita Lamsal,13,2,0,1,profile_pictures/asmita.lamsal55_profile_pic.jpg,Everyday is a second chances to start over🕚💜,44,8,0,,0,TRUE,6,198,127,15,2,1,Asmita Lamsal,13,2,0,1,profile_pictures/asmita.lamsal55_profile_pic.jpg,Everyday is a second chances to start over🕚💜,44,8,0,,0,TRUE,6,198,127
armygirl7624,12,4,0,Pushpa..✨,9,1,0,1,profile_pictures/armygirl7624_profile_pic.jpg,"#BTSarmyforever 💜💜💜
Creating a life,  I love.",45,7,0,,0,TRUE,0,166,440,12,4,0,Pushpa..✨,9,1,0,1,profile_pictures/armygirl7624_profile_pic.jpg,"#BTSarmyforever 💜💜💜
Creating a life,  I love.",45,7,0,,0,TRUE,0,166,440
_offx_rumaisha,14,0,0,Rumaisha Siddique [رمشا],24,3,0,1,profile_pictures/_offx_rumaisha_profile_pic.jpg,,0,0,0,,0,TRUE,1,137,31,14,0,0,Rumaisha Siddique [رمشا],24,3,0,1,profile_pictures/_offx_rumaisha_profile_pic.jpg,,0,0,0,,0,TRUE,1,137,31
